,datetime,headline
66,2021-04-28 09:31:00,"Amazon to Pass Walmart in U.S. Retail Sales in 2025, Report Says"
67,2021-04-28 09:31:00,Google Pressured on Racial Equity Audit After AI Ethics Collapse
68,2021-04-28 09:31:00,21 Most Popular Social Media Platforms in 2021
69,2021-04-28 09:31:00,"Tesla, AMD, Google, General Electric - 5 Things You Must Know Tuesday"
6,2021-04-28 09:31:00,Google battles landmark UK class action over alleged iPhone tracking
5,2021-04-28 09:31:00,Google Business Booms on Covid Reopening; Shares Soar to Record
4,2021-04-28 09:31:00,"Dow Jones Today, Stocks Mixed Ahead Of Fed News, Biden Speech; Google Rallies, Microsoft Slides On Earnings"
16,2021-04-28 09:31:00,"Alphabet (GOOGL) Earnings Crush Q1 Estimates, Revenues Rise Y/Y"
17,2021-04-28 09:31:00,Antitrust Regulators Are Hounding Apple and Google: 2 Stocks That Could Benefit
15,2021-04-28 09:31:00,Alphabets Earnings Came in Strong. Its a Good Sign for Online Ad Spending.
19,2021-04-28 09:31:00,Earnings boost European markets ahead of Fed decision
29,2021-04-28 09:31:00,Microsoft Sales Jump on Cloud; Shares Slip on Lofty Forecast
30,2021-04-28 09:31:00,Googles Monster Q1 Earnings Results Signals Recovery Ramp-up
31,2021-04-28 09:31:00,Alphabet Topped Wall Street's Earnings Targets by 66%
32,2021-04-28 09:31:00,Google owner sees record profits as lockdown boom continues
33,2021-04-28 09:31:00,"Google Blows Away Q1 Estimates; Plus MSFT, SBUX & More"
34,2021-04-28 09:31:00,"Google ad sales push Alphabet earnings to record, stock heads toward new high"
35,2021-04-28 09:31:00,"AMD Gives Bullish Forecast, Raises 2021 Revenue Outlook"
36,2021-04-28 09:31:00,U.S. antitrust senators query Google over testimony meddling concerns
18,2021-04-28 09:31:00,3 Great Reasons to Buy NVIDIA Stock
38,2021-04-28 09:31:00,Google (Alphabet) Earnings: What Happened with GOOGL
37,2021-04-28 09:31:00,U.S. antitrust senators query Google over testimony meddling concerns
40,2021-04-28 09:31:00,Neuberger Berman's Daniel Flax on Alphabet's Q1 earnings report
41,2021-04-28 09:31:00,"Facebook, YouTube, Twitter execs testify at Senate hearing on algorithms"
26,2021-04-28 09:31:00,Alphabet Inc (GOOGL) Q1 2021 Earnings Call Transcript
25,2021-04-28 09:31:00,"Alphabet sets profit record, plans $50 billion buyback"
24,2021-04-28 09:31:00,Australia warns Google and Apple over app stores
23,2021-04-28 09:31:00,"AMD, Apple, Google, Boeing and Facebook - 5 Things You Must Know"
22,2021-04-28 09:31:00,"Biden Speech, Fed, Alphabet Blowout, Goldman Lifts Oil - What's Moving Markets"
21,2021-04-28 09:31:00,Alphabet Jumps as Analysts Lift Price Targets After Blowout Quarter
20,2021-04-28 09:31:00,"Dow Futures Lower On Boeing Loss; Fed Decision, Apple Earnings In Focus"
39,2021-04-28 09:31:00,Alphabet Inc. (GOOG) Q1 Earnings and Revenues Surpass Estimates
63,2021-04-28 10:01:00,Will International User Growth Aid Facebook's (FB) Q1 Earnings?
62,2021-04-28 10:11:00,"Tech Time: Microsoft, Advanced Micro Devices, Alphabet Reporting After Close Today"
3,2021-04-28 10:12:00,Google Stock Rises As YouTube Advertising Shines In March Quarter
2,2021-04-28 10:26:00,"Dow Falls As Apple Set To Report Earnings; Microsoft Tumbles, While Alphabet, AMD Jump On Earnings"
1,2021-04-28 10:29:00,"Google parent company blows past estimates, revenue grows 34%"
0,2021-04-28 10:32:00,"US STOCKS-Alphabet pushes S&P 500 to record high, props up Nasdaq"
61,2021-04-28 10:54:00,AWS is the most compelling component of Amazons story: analyst
60,2021-04-28 10:57:00,Analyst Estimate Record Google Revenue From Pandemic-Driven Online Spend: WSJ
59,2021-04-28 11:20:00,ADT Sues Amazons Ring Over Brazen Copies of Blue Octagon
58,2021-04-28 11:39:00,These Are The Best Robinhood Stocks To Buy Or Watch Now
57,2021-04-28 12:07:00,"Dow Jones Falls As Tesla Skids On Earnings; Tech Giants Alphabet, AMD, Microsoft Set To Report"
56,2021-04-28 12:24:00,Dow Jones Trims Loss Ahead Of Microsoft Results; These Stocks Rally On Earnings
55,2021-04-28 12:26:00,Winners and Losers of Roku Going to War With YouTube TV
54,2021-04-28 12:38:00,Google contact tracing tech used by NHS app leaked Covid exposure data
53,2021-04-28 13:38:00,Dow Jones Slips As Tech Stocks Pull Back Ahead Of Major Earnings; Several Growth Stocks Score Breakouts
52,2021-04-28 14:14:00,Man buys Googles Argentinian web address for £2
51,2021-04-28 14:53:00,Amazon stock is exciting for these two reasons: analyst
50,2021-04-28 15:13:00,"Dow Jones Rallies, Microsoft Flat Ahead Of Earnings; Tesla Stock Hits Reverse; Crocs Explodes"
49,2021-04-28 16:04:00,Alphabet Q1 earnings top estimates amid advertising sales resurgence
48,2021-04-28 16:05:00,Google sales top estimates on ad surge; Alphabet plans $50 billion buyback
47,2021-04-28 16:09:00,Microsoft beats Q3 revenue expectations on strength of cloud and PC sales
46,2021-04-28 16:16:00,"YouTube Ad Revenue Soars 49% in Q1 to $6 Billion, Alphabet Blows Past Wall Street Forecasts"
45,2021-04-28 16:20:00,Alphabet Q1 earnings top estimates
44,2021-04-28 16:22:00,"YouTube Q1 Ad Sales Beat Forecasts, Up Nearly 50% To $6 Billion From Year Earlier"
43,2021-04-28 16:55:00,Microsoft and Google powered to surging profits by lockdown internet boom
42,2021-04-28 16:58:00,Google Stock Rises As Earnings Beat Amid $50 Billion-Plus GOOGL Stock Buyback
